Games,Sport,Event,TEST,Gender,Athlete(s),CountryCode,CountryName,Medal,Result,Unit,ResultInSeconds,POPULATION,GDP,,,
1932,Swimming,100m Freestyle Men,MEN,MEN,Albert Schwartz,USA,United States of America,Bronze,58.8,M:S:DD,58.8,125436,615685.77,,,
2000,Canoeing,K1 500m Kayak Singles Women,,WOMEN,Caroline Brunet,CAN,Canada,Silver,2:14.646,M:S:DD,134.646,1262645,4319339,,,
1996,Canoeing,K1 500m Kayak Singles Women,,WOMEN,Caroline Brunet,CAN,Canada,Silver,1:47.89,M:S:DD,107.89,81890.667,1426553.501,,,
1992,Canoeing,K1 500m Kayak Singles Women,,WOMEN,Rita K?b?n,HUN,Hungary,Silver,1:51.96,M:S:DD,111.96,17481.977,302570.7394,,,
1932,Swimming,1500m Freestyle Men,MEN,MEN,Kusuo Kitamura,JPN,Japan,Gold,19:12.4,M:S:DD,1152.4,66189,129835.236,,,
1932,Swimming,1500m Freestyle Men,MEN,MEN,Shozo Makino,JPN,Japan,Silver,19:14.1,M:S:DD,1154.1,66189,129835.236,,,
1932,Swimming,1500m Freestyle Men,MEN,MEN,James Cristy,USA,United States of America,Bronze,19:39.5,M:S:DD,1179.5,125436,615685.77,,,
1932,Swimming,200m Breaststroke Men,MEN,MEN,Yoshiyuki Tsuruta,JPN,Japan,Gold,2:45.4,M:S:DD,165.4,66189,129835.236,,,
1932,Swimming,200m Breaststroke Men,MEN,MEN,Reizo Koike,JPN,Japan,Silver,2:46.6,M:S:DD,166.6,66189,129835.236,,,
1932,Swimming,200m Breaststroke Men,MEN,MEN,Teofilo Yldefonzo,PHI,Philippines,Bronze,2:47.1,M:S:DD,167.1,13829,19189,,,
1988,Canoeing,K1 500m Kayak Singles Women,,WOMEN,Birgit Fischer,GDR,Germany,Silver,1:55.31,M:S:DD,115.31,245021.414,5512845,,,
1984,Canoeing,K1 500m Kayak Singles Women,,WOMEN,Barbara Sch?ttpelz,FRG,Germany,Silver,1:59.93,M:S:DD,119.93,14420.022,214854,,,
1980,Canoeing,K1 500m Kayak Singles Women,WOMEN,WOMEN,Vanja Gesheva-Tsvetkova,BUL,Bulgaria,Silver,1:59.48,M:S:DD,119.48,8310.473,124130,,,
1932,Swimming,400m Freestyle Men,MEN,MEN,Buster Crabbe,USA,United States of America,Gold,4:48.4,M:S:DD,288.4,125436,615685.77,,,
1932,Swimming,400m Freestyle Men,MEN,MEN,Jean Taris,FRA,France,Silver,4:48.5,M:S:DD,288.5,41860,165728.883,,,
1932,Swimming,400m Freestyle Men,MEN,MEN,Tsutomu Oyokota,JPN,Japan,Bronze,4:52.3,M:S:DD,292.3,66189,129835.236,,,
1976,Canoeing,K1 500m Kayak Singles Women,WOMEN,WOMEN,Tatyana Korshunova,URS,Russia,Silver,2:03.07,M:S:DD,123.07,13769.913,191194,,,
1972,Canoeing,K1 500m Kayak Singles Women,WOMEN,WOMEN,Mieke Jaapies,NED,Netherlands,Silver,2:04.03,M:S:DD,124.03,1997.616,7706,,,
1968,Canoeing,K1 500m Kayak Singles Women,WOMEN,WOMEN,Renate Breuer,FRG,Germany,Silver,2:12.71,M:S:DD,132.71,12101.66,134913,,,
1964,Canoeing,K1 500m Kayak Singles Women,WOMEN,WOMEN,Hilde Lauer,ROM,Romania,Silver,2:15.35,M:S:DD,135.35,200706,2983081,,,
1960,Canoeing,K1 500m Kayak Singles Women,WOMEN,WOMEN,Therese Zenz,GER,Germany,Silver,2:08.22,M:S:DD,128.22,72480.869,558482,,,
1956,Canoeing,K1 500m Kayak Singles Women,WOMEN,WOMEN,Therese Zenz,GER,Germany,Silver,2:19.6,M:S:DD,139.6,51184,405825,,,
1932,Swimming,4x200m Freestyle Relay Men,MEN,MEN,"Takashi Yokoyama, Masonori Yusa, Hisakichi Toyoda, Yasuji Miyazaki",JPN,Japan,Gold,8:58.4,M:S:DD,538.4,66189,129835.236,,,
1932,Swimming,4x200m Freestyle Relay Men,MEN,MEN,"Maiola Kalili, Manuella Kalili, George Fissler, Frank Booth",USA,United States of America,Silver,9:10.5,M:S:DD,550.5,125436,615685.77,,,
1932,Swimming,4x200m Freestyle Relay Men,MEN,MEN,"Istv?n B?r?ny, L?szl? Szabados, Andr?s Sz?kely, Andr?s Wani?",HUN,Hungary,Bronze,9:31.4,M:S:DD,571.4,8785,19259.83059,,,
1928,Athletics,10000m Men,MEN,MEN,Paavo Nurmi,FIN,Finland,Gold,30:18.8,M:SS:DD,1818.8,3396,9193.771,,,
1928,Athletics,10000m Men,MEN,MEN,Ville Ritola,FIN,Finland,Silver,30:19.4,M:SS:DD,1819.4,3396,9193.771,,,
1928,Athletics,10000m Men,MEN,MEN,Edvin Wide,SWE,Sweden,Bronze,31:00.8,M:SS:DD,1860.8,6097,22293.243,,,
1928,Athletics,100m Men,MEN,MEN,Percy Williams,CAN,Canada,Gold,10.8,#:DD,10.8,10107,52269.252,,,
1928,Athletics,100m Men,MEN,MEN,Jack London,GBR,Great Britain,Silver,10.9,#:DD,10.9,45578,244159.766,,,
1928,Athletics,100m Men,MEN,MEN,Georg Lammers,GER,Germany,Bronze,10.9,#:DD,10.9,64393,263367,,,
1952,Canoeing,K1 500m Kayak Singles Women,WOMEN,WOMEN,Gertrude Liebhart,AUT,Austria,Silver,2:18.8,M:S:DD,138.8,69145.952,314794,,,
1948,Canoeing,K1 500m Kayak Singles Women,WOMEN,WOMEN,Lida van der Anker-Doedens,NED,Netherlands,Silver,2:32.8,M:S:DD,152.8,67295,190695,,,
2012,Canoeing,K2 500m Kayak Pairs Women,WOMEN,WOMEN,"Katalin KOVACS, Natasa JANIC",HUN,Hungary,Silver,01:43.3,M:S:DD,103.28,303824.646,8944193.284,,,
1928,Athletics,110m Hurdles Men,MEN,MEN,Sidney Atkinson,SAF,South Africa,Gold,14.8,#:DD,14.8,7537.689579,33094.85527,,,
1928,Athletics,110m Hurdles Men,MEN,MEN,Stephen Anderson,USA,United States of America,Silver,14.8,#:DD,14.8,120971,794700.288,,,
1928,Athletics,110m Hurdles Men,MEN,MEN,John Collier,USA,United States of America,Bronze,14.9,#:DD,14.9,120971,794700.288,,,
1928,Athletics,1500m Men,MEN,MEN,Harry Larva,FIN,Finland,Gold,3:53.2,M:SS:DD,233.2,3396,9193.771,,,
1928,Athletics,1500m Men,MEN,MEN,Jules Ladoum?gue,FRA,France,Silver,3:53.8,M:SS:DD,233.8,41050,181911.651,,,
1928,Athletics,1500m Men,MEN,MEN,Eino Purje-Borg,FIN,Finland,Bronze,3:56.4,M:SS:DD,236.4,3396,9193.771,,,
1928,Athletics,200m Men,MEN,MEN,Percy Williams,CAN,Canada,Gold,21.8,#:DD,21.8,10107,52269.252,,,
1928,Athletics,200m Men,MEN,MEN,Walter Rangeley,GBR,Great Britain,Silver,21.9,#:DD,21.9,45578,244159.766,,,
1928,Athletics,200m Men,MEN,MEN,Helmuth K?rnig,GER,Germany,Bronze,21.9,#:DD,21.9,64393,263367,,,
1928,Athletics,3000m Steeplechase Men,MEN,MEN,Toivo Loukola,FIN,Finland,Gold,9:21.8,M:SS:DD,561.8,3396,9193.771,,,
1928,Athletics,3000m Steeplechase Men,MEN,MEN,Paavo Nurmi,FIN,Finland,Silver,9:31.2,M:SS:DD,571.2,3396,9193.771,,,
1928,Athletics,3000m Steeplechase Men,MEN,MEN,Ove Andersen,FIN,Finland,Bronze,9:35.6,M:SS:DD,575.6,3396,9193.771,,,
1928,Athletics,400m Hurdles Men,MEN,MEN,Lord David Burghley,GBR,Great Britain,Gold,53.4,#:DD,53.4,45578,244159.766,,,
1928,Athletics,400m Hurdles Men,MEN,MEN,Frank Cuhel,USA,United States of America,Silver,53.6,#:DD,53.6,120971,794700.288,,,
1928,Athletics,400m Hurdles Men,MEN,MEN,Morgan Taylor,USA,United States of America,Bronze,53.6,#:DD,53.6,120971,794700.288,,,
1928,Athletics,400m Men,MEN,MEN,Raymond Barbuti,USA,United States of America,Gold,47.8,#:DD,47.8,120971,794700.288,,,
1928,Athletics,400m Men,MEN,MEN,James Ball,CAN,Canada,Silver,48,#:DD,48,10107,52269.252,,,
1928,Athletics,400m Men,MEN,MEN,Joachim B?chner,GER,Germany,Bronze,48.2,#:DD,48.2,64393,263367,,,
1928,Athletics,4x100m Relay Men,MEN,MEN,"Charles Borah, Jimmy Quinn, Frank Wykoff, Hank Russell",USA,United States of America,Gold,41,#:DD,41,120971,794700.288,,,
1928,Athletics,4x100m Relay Men,MEN,MEN,"Richard Corts, Georg Lammers, Helmuth K?rnig, Hubert Houben",GER,Germany,Silver,41.2,#:DD,41.2,64393,263367,,,
1928,Athletics,4x100m Relay Men,MEN,MEN,"Cyril Gill, Jack London, Edward Smouha, Walter Rangeley",GBR,Great Britain,Bronze,41.8,#:DD,41.8,45578,244159.766,,,
2008,Canoeing,K2 500m Kayak Pairs Women,,WOMEN,"Aneta Konieczna, Beata Mikolajczyk",POL,Poland,Silver,1:42.092,M:S:DD,102.092,303824.646,8683682.8,,,
2004,Canoeing,K2 500m Kayak Pairs Women,,WOMEN,"Birgit Fischer, Carolin Leonhardt",GER,Germany,Silver,1:39.533,M:S:DD,99.533,82424.609,1577423.484,,,
2000,Canoeing,K2 500m Kayak Pairs Women,,WOMEN,"Szilvia Szabo, Katalin Kovacs",HUN,Hungary,Silver,1:58.580,M:S:DD,118.58,22451.921,67480.13816,,,
1928,Athletics,4x400m Relay Men,MEN,MEN,"Bud Spencer, Frederick Alderman, George Baird, Raymond Barbuti",USA,United States of America,Gold,3:14.2,M:SS:DD,194.2,120971,794700.288,,,
1928,Athletics,4x400m Relay Men,MEN,MEN,"Hermann Engelhard, Otto Neumann, Richard Krebs, Harry Storz",GER,Germany,Silver,3:14.8,M:SS:DD,194.8,64393,263367,,,
1928,Athletics,4x400m Relay Men,MEN,MEN,"Alexander Wilson, Stanley Glover, Philip Edwards, James Ball",CAN,Canada,Bronze,3:15.4,M:SS:DD,195.4,10107,52269.252,,,
1928,Athletics,5000m Men,MEN,MEN,Ville Ritola,FIN,Finland,Gold,14:38.0,M:SS:DD,878,3396,9193.771,,,
1928,Athletics,5000m Men,MEN,MEN,Paavo Nurmi,FIN,Finland,Silver,14:40.0,M:SS:DD,880,3396,9193.771,,,
1928,Athletics,5000m Men,MEN,MEN,Edvin Wide,SWE,Sweden,Bronze,14:41.2,M:SS:DD,881.2,6097,22293.243,,,
1928,Athletics,800m Men,MEN,MEN,Douglas Lowe,GBR,Great Britain,Gold,1:51.8,M:SS:DD,111.8,45578,244159.766,,,
1928,Athletics,800m Men,MEN,MEN,Erik Byl?hn,SWE,Sweden,Silver,1:52.8,M:SS:DD,112.8,6097,22293.243,,,
1928,Athletics,800m Men,MEN,MEN,Hermann Engelhard,GER,Germany,Bronze,1:53.2,M:SS:DD,113.2,64393,263367,,,
1996,Canoeing,K2 500m Kayak Pairs Women,,WOMEN,"Birgit Fischer, Ramona Portwich",GER,Germany,Silver,1:39.68,M:S:DD,99.68,23046.512,91336.53131,,,
1992,Canoeing,K2 500m Kayak Pairs Women,,WOMEN,"Susanne Gunnarsson-Wiberg, Agneta Andersson",SWE,Sweden,Silver,1:40.41,M:S:DD,100.41,57866.349,933534.8405,,,
1988,Canoeing,K2 500m Kayak Pairs Women,,WOMEN,"Diana Paliyska, Vanja Gesheva-Tsvetkova",BUL,Bulgaria,Silver,1:44.06,M:S:DD,104.06,78030.572,1260983,,,
1928,Athletics,Marathon Men,MEN,MEN,Bouguerra El Quafi,FRA,France,Gold,2:32:57,H:MM:SS,9177,41050,181911.651,,,
1928,Athletics,Marathon Men,MEN,MEN,Manuel Plaza Reyes,CHI,Chile,Silver,2:33:23,H:MM:SS,9203,4140.494,13797.61395,,,
1928,Athletics,Marathon Men,MEN,MEN,Martti Marttelin,FIN,Finland,Bronze,2:35.02,H:MM:SS,9302,3396,9193.771,,,
1928,Rowing,Coxless Fours Men,MEN,MEN,"Richard Beesly, Edward Bevan, John Lander, Michael Warriner",GBR,Great Britain,Gold,6:36.0,M:S:DD,396,45578,244159.766,,,
1928,Rowing,Coxless Fours Men,MEN,MEN,"William Miller, Charles Karle, George Heales, Ernest Bayer",USA,United States of America,Silver,6:37.0,M:S:DD,397,120971,794700.288,,,
1928,Rowing,Coxless Fours Men,MEN,MEN,"Umberto Bond?, Pietro Freschi, Paolo Gennari, Cesare Rossi",KIT,Italy,Bronze,6:37.6,M:S:DD,397.6,40186,121182.3589,,,
1928,Rowing,Coxless Pairs Men,MEN,MEN,"Kurt Moeschter, Bruno M?ller",GER,Germany,Gold,7:06.4,M:S:DD,426.4,64393,263367,,,
1928,Rowing,Coxless Pairs Men,MEN,MEN,"Robert Nisbet, Terence O'Brien",GBR,Great Britain,Silver,7:08.6,M:S:DD,428.6,45578,244159.766,,,
1928,Rowing,Coxless Pairs Men,MEN,MEN,"John Schmitt, Paul McDowell",USA,United States of America,Bronze,7:20.4,M:S:DD,440.4,120971,794700.288,,,
1928,Rowing,Double Sculls Men,MEN,MEN,"Paul Costello, Charles McIlvane",USA,United States of America,Gold,6:41.4,M:S:DD,401.4,120971,794700.288,,,
1928,Rowing,Double Sculls Men,MEN,MEN,"Jack Guest, Joseph Wright",CAN,Canada,Silver,6:51.0,M:S:DD,411,10107,52269.252,,,
1928,Rowing,Double Sculls Men,MEN,MEN,"Viktor Flessl, Leo Losert",AUT,Austria,Bronze,No result,M:S:DD,No result,6643,24295.236,,,
1928,Rowing,Eights Men,MEN,MEN,"William Dally, Peter Donlon, Francis Frederick, Donald Blessing, John Brinck, Hubert Caldwell, Marvin Stalder, James Workman, William Thompson",USA,United States of America,Gold,6:03.2,M:S:DD,363.2,120971,794700.288,,,
1928,Rowing,Eights Men,MEN,MEN,"Harold West, Arthur Sulley, Guy Nickalls, Gordon Killick, Harold Lane, Jack Beresford, John Badcock, Donald Gollan, James Hamilton",GBR,Great Britain,Silver,6:05.6,M:S:DD,365.6,45578,244159.766,,,
1928,Rowing,Eights Men,MEN,MEN,"Jack Hand, John Donnelly, Frank Fiddes, Frederick Hedges, Jack Murdock, Athol Meech, Cyril Norris, William Ross, Herbert Richardson",CAN,Canada,Bronze,No result,M:S:DD,No result,10107,52269.252,,,
1928,Rowing,Single Sculls Men,MEN,MEN,Bobby Pearce,AUS,Australia,Gold,7:11.0,M:S:DD,431,6304,34368,,,
1928,Rowing,Single Sculls Men,MEN,MEN,Kenneth Myers,USA,United States of America,Silver,7:20.8,M:S:DD,440.8,120971,794700.288,,,
1928,Rowing,Single Sculls Men,MEN,MEN,Theodore Collet,GBR,Great Britain,Bronze,7:29.8,M:S:DD,449.8,45578,244159.766,,,
1928,Swimming,100m Backstroke Men,WOMEN,MEN,George Kojac,USA,United States of America,Gold,1:08.2,M:S:DD,68.2,120971,794700.288,,,
1928,Swimming,100m Backstroke Men,WOMEN,MEN,Walter Laufer,USA,United States of America,Silver,1:10.0,M:S:DD,70,120971,794700.288,,,
1928,Swimming,100m Backstroke Men,WOMEN,MEN,Paul Wyatt,USA,United States of America,Bronze,1:12.0,M:S:DD,72,120971,794700.288,,,
1984,Canoeing,K2 500m Kayak Pairs Women,,WOMEN,"Alexandra Barr?, Sue Holloway",CAN,Canada,Silver,1:47.13,M:S:DD,107.13,77855.422,1150951,,,
1980,Canoeing,K2 500m Kayak Pairs Women,MEN,WOMEN,"Galina Alekseyeva-Kreft, Nina Trofimova-Gopova",URS,Russia,Silver,1:46.91,M:S:DD,106.91,8310.473,124130,,,
1976,Canoeing,K2 500m Kayak Pairs Women,WOMEN,WOMEN,"Kl?ra Rajnai, Anna Pfeffer",HUN,Hungary,Silver,1:51.69,M:S:DD,111.69,56206,680933,,,
1928,Swimming,100m Freestyle Men,MEN,MEN,Johnny Weissmuller,USA,United States of America,Gold,0:58.6,M:S:DD,58.6,120971,794700.288,,,
1928,Swimming,100m Freestyle Men,MEN,MEN,Istv?n B?r?ny,HUN,Hungary,Silver,0:59.8,M:S:DD,59.8,8520,20575.61748,,,
1928,Swimming,100m Freestyle Men,MEN,MEN,Katsuo Takaishi,JPN,Japan,Bronze,1:00.0,M:S:DD,60,62361,124246.302,,,
1972,Canoeing,K2 500m Kayak Pairs Women,WOMEN,WOMEN,"Ilse Kaschube, Petra Grabowski",GDR,Germany,Silver,1:54.30,M:S:DD,114.3,209896,3346554,,,
1968,Canoeing,K2 500m Kayak Pairs Women,WOMEN,WOMEN,"Anna Pfeffer, Katalin Rozsny?i",HUN,Hungary,Silver,1:58.60,M:S:DD,118.6,774510,522728,,,
1964,Canoeing,K2 500m Kayak Pairs Women,WOMEN,WOMEN,"Francine Fox, Glorianne Perrier",USA,United States of America,Silver,1:59.16,M:S:DD,119.16,200706,2983081,,,
1928,Swimming,1500m Freestyle Men,MEN,MEN,Arne Borg,SWE,Sweden,Gold,19:51.8,M:S:DD,1191.8,6097,22293.243,,,
1928,Swimming,1500m Freestyle Men,MEN,MEN,Andrew Charlton,AUS,Australia,Silver,20:02.6,M:S:DD,1202.6,6304,34368,,,
1928,Swimming,1500m Freestyle Men,MEN,MEN,Buster Crabbe,USA,United States of America,Bronze,20:28.8,M:S:DD,1228.8,120971,794700.288,,,
1928,Swimming,200m Breaststroke Men,MEN,MEN,Yoshiyuki Tsuruta,JPN,Japan,Gold,2:48.8,M:S:DD,168.8,62361,124246.302,,,
1928,Swimming,200m Breaststroke Men,MEN,MEN,Erich Rademacher,GER,Germany,Silver,2:50.6,M:S:DD,170.6,64393,263367,,,
1928,Swimming,200m Breaststroke Men,MEN,MEN,Teofilo Yldefonzo,PHI,Philippines,Bronze,2:56.4,M:S:DD,176.4,12543,17458,,,
1960,Canoeing,K2 500m Kayak Pairs Women,WOMEN,WOMEN,"Therese Zenz, Ingrid Hartmann",GER,Germany,Silver,1:56.66,M:S:DD,116.66,52372,452768,,,
2012,Canoeing,K4 500m Kayak Fours Women,WOMEN,WOMEN,"Carolin Martina LEONHARDT, Katrin WAGNER-AUGUSTIN, Tina DIETZE, Franziska WEBER",GER,Germany,Silver,01:31.3,M:S:DD,91.30,303824.646,8944193.284,,,
2008,Canoeing,K4 500m Kayak Fours Women,,WOMEN,"Gabriella Szab?, Katalin Kov?cs, Danuta Koz?k, Natasa Janics",HUN,Hungary,Silver,1:32.971,M:S:DD,92.971,61279.972,1355069.026,,,
1928,Swimming,400m Freestyle Men,WOMEN,MEN,Alberto Zorrilla,ARG,Argentina,Gold,5:01.6,M:S:DD,301.6,11282,48414.46575,,,
1928,Swimming,400m Freestyle Men,WOMEN,MEN,Andrew Charlton,AUS,Australia,Silver,5:03.6,M:S:DD,303.6,6304,34368,,,
1928,Swimming,400m Freestyle Men,WOMEN,MEN,Arne Borg,SWE,Sweden,Bronze,5:04.6,M:S:DD,304.6,6097,22293.243,,,
2004,Canoeing,K4 500m Kayak Fours Women,,WOMEN,"Erzsebet Viski, Kinga Bota, Katalin Kovacs, Szilvia Szabo",HUN,Hungary,Silver,1:34.536,M:S:DD,94.536,16318.199,348464.2628,,,
2000,Canoeing,K4 500m Kayak Fours Women,,WOMEN,"Szilvia Szabo, Erzsebet Viski, Rita K?b?n, Katalin Kovacs",HUN,Hungary,Silver,1:34.946,M:S:DD,94.946,10366.719,64942.76782,,,
1996,Canoeing,K4 500m Kayak Fours Women,,WOMEN,"Gabi M?ller, Sabine Eichenberger, Ingrid Haralamow, Daniela Baumer",SUI,Switzerland,Silver,1:32.70,M:S:DD,92.7,18348.078,354521.1781,,,
1992,Canoeing,K4 500m Kayak Fours Women,,WOMEN,"Katrin Borchert, Birgit Fischer, Anke Nothnagel-Von Seck, Ramona Portwich",GER,Germany,Silver,1:38.47,M:S:DD,98.47,15174.244,269301.6558,,,
1988,Canoeing,K4 500m Kayak Fours Women,,WOMEN,"Rita K?b?n, Erika M?sz?ros, ?va Rakusz, Erika G?czi",HUN,Hungary,Silver,1:41.88,M:S:DD,101.88,245021.414,5512845,,,
1984,Canoeing,K4 500m Kayak Fours Women,,WOMEN,"Agneta Andersson, Susanne Gunnarsson-Wiberg, Eva Karlsson, Anna Olsson",SWE,Sweden,Silver,1:38.87,M:S:DD,98.87,120034.697,1773223,,,
1928,Swimming,4x200m Freestyle Relay Men,MEN,MEN,"Johnny Weissmuller, Walter Laufer, George Kojac, Austin Clapp",USA,United States of America,Gold,9:36.2,M:S:DD,576.2,120971,794700.288,,,
1928,Swimming,4x200m Freestyle Relay Men,MEN,MEN,"Nobuo Arai, Tokuhei Sada, Hiroshi Yoneyama, Katsuo Takaishi",JPN,Japan,Silver,9:41.4,M:S:DD,581.4,62361,124246.302,,,
1928,Swimming,4x200m Freestyle Relay Men,MEN,MEN,"James Thompson, Walter Spence, Garnet Ault, Frederik Bourne",CAN,Canada,Bronze,9:47.8,M:S:DD,587.8,10107,52269.252,,,
1924,Athletics,10000m Men,MEN,MEN,Ville Ritola,FIN,Finland,Gold,30:23.2,M:SS:DD,1823.2,3272,7277.071,,,
1924,Athletics,10000m Men,MEN,MEN,Edvin Wide,SWE,Sweden,Silver,30:55.2,M:SS:DD,1855.2,6021,18847.449,,,
1924,Athletics,10000m Men,MEN,MEN,Eero Berg,FIN,Finland,Bronze,31:43.0,M:SS:DD,1903,3272,7277.071,,,
1924,Athletics,100m Men,MEN,MEN,Harold Abrahams,GBR,Great Britain,Gold,10.6,#:DD,10.6,44915,221024.112,,,
1924,Athletics,100m Men,MEN,MEN,Jackson Scholz,USA,United States of America,Silver,10.7,#:DD,10.7,114558,713988.54,,,
1924,Athletics,100m Men,MEN,MEN,Arthur Porritt,NZL,New Zealand,Bronze,10.8,#:DD,10.8,1350,6942.981,,,
1924,Athletics,110m Hurdles Men,MEN,MEN,Dan Kinsey,USA,United States of America,Gold,15,#:DD,15,114558,713988.54,,,
1924,Athletics,110m Hurdles Men,MEN,MEN,Sidney Atkinson,SAF,South Africa,Silver,15,#:DD,15,7044.5697,32432.95816,,,
1924,Athletics,110m Hurdles Men,MEN,MEN,Sten Pettersson,SWE,Sweden,Bronze,15.4,#:DD,15.4,6021,18847.449,,,
1924,Athletics,1500m Men,MEN,MEN,Paavo Nurmi,FIN,Finland,Gold,3:53.6,M:SS:DD,233.6,3272,7277.071,,,
1924,Athletics,1500m Men,MEN,MEN,Willy Sch?rer,SUI,Switzerland,Silver,3:55.0,M:SS:DD,235,3896,19631.253,,,
1924,Athletics,1500m Men,MEN,MEN,Henry Stallard,GBR,Great Britain,Bronze,3:55.6,M:SS:DD,235.6,44915,221024.112,,,
1924,Athletics,200m Men,MEN,MEN,Jackson Scholz,USA,United States of America,Gold,21.6,#:DD,21.6,114558,713988.54,,,
1924,Athletics,200m Men,MEN,MEN,Charles Paddock,USA,United States of America,Silver,21.7,#:DD,21.7,114558,713988.54,,,
1924,Athletics,200m Men,MEN,MEN,Eric Liddell,GBR,Great Britain,Bronze,21.9,#:DD,21.9,44915,221024.112,,,
1924,Athletics,3000m Steeplechase Men,MEN,MEN,Ville Ritola,FIN,Finland,Gold,9:33.6,M:SS:DD,573.6,3272,7277.071,,,
1924,Athletics,3000m Steeplechase Men,MEN,MEN,Elias Katz,FIN,Finland,Silver,9:44.0,M:SS:DD,584,3272,7277.071,,,
1924,Athletics,3000m Steeplechase Men,MEN,MEN,Paul Bontemps,FRA,France,Bronze,9:45.2,M:SS:DD,585.2,40310,168474.174,,,
1924,Athletics,400m Hurdles Men,MEN,MEN,Morgan Taylor,USA,United States of America,Gold,52.6,#:DD,52.6,114558,713988.54,,,
1924,Athletics,400m Hurdles Men,MEN,MEN,Erkka Wil?n,FIN,Finland,Silver,53.8,#:DD,53.8,3272,7277.071,,,
1924,Athletics,400m Hurdles Men,MEN,MEN,Ivan Riley,USA,United States of America,Bronze,54.2,#:DD,54.2,114558,713988.54,,,
1924,Athletics,400m Men,MEN,MEN,Eric Liddell,GBR,Great Britain,Gold,47.6,#:DD,47.6,44915,221024.112,,,
1924,Athletics,400m Men,MEN,MEN,Horatio Fitch,USA,United States of America,Silver,48.4,#:DD,48.4,114558,713988.54,,,
1924,Athletics,400m Men,MEN,MEN,Guy Butler,GBR,Great Britain,Bronze,48.6,#:DD,48.6,44915,221024.112,,,
1924,Athletics,4x100m Relay Men,MEN,MEN,"Louis Clarke, Frank Hussey, Alfred LeConey, Loren Murchison",USA,United States of America,Gold,41,#:DD,41,114558,713988.54,,,
1924,Athletics,4x100m Relay Men,MEN,MEN,"William Nichol, Harold Abrahams, Lancelot Royle, Walter Rangeley",GBR,Great Britain,Silver,41.2,#:DD,41.2,44915,221024.112,,,
1924,Athletics,4x100m Relay Men,MEN,MEN,"Marinus van den Berge, Jacob Boot, Jan de Vries, Henricus Broos",NED,Netherlands,Bronze,41.8,#:DD,41.8,7264,35560.875,,,
1924,Athletics,4x400m Relay Men,MEN,MEN,"Con Cochran, Alan Helffrich, Oliver MacDonald, Bill Stevenson",USA,United States of America,Gold,3:16.0,M:SS:DD,196,114558,713988.54,,,
1924,Athletics,4x400m Relay Men,MEN,MEN,"Artur Svensson, Gustav Weijnarth, Nils Engdahl, Erik Byl?hn",SWE,Sweden,Silver,3:17.0,M:SS:DD,197,6021,18847.449,,,
1924,Athletics,5000m Men,MEN,MEN,Paavo Nurmi,FIN,Finland,Gold,14:31.2,M:SS:DD,871.2,3272,7277.071,,,
1924,Athletics,5000m Men,MEN,MEN,Ville Ritola,FIN,Finland,Silver,14:31.4,M:SS:DD,871.4,3272,7277.071,,,
1924,Athletics,5000m Men,MEN,MEN,Edvin Wide,SWE,Sweden,Bronze,15:01.8,M:SS:DD,901.8,6021,18847.449,,,
1924,Athletics,800m Men,MEN,MEN,Douglas Lowe,GBR,Great Britain,Gold,1:52.4,M:SS:DD,112.4,44915,221024.112,,,
1924,Athletics,800m Men,MEN,MEN,Paul Martin,SUI,Switzerland,Silver,1:52.6,M:SS:DD,112.6,3896,19631.253,,,
1924,Athletics,800m Men,MEN,MEN,Schuyler Enck,USA,United States of America,Bronze,1:53.0,M:SS:DD,113,114558,713988.54,,,
1924,Athletics,Marathon Men,MEN,MEN,Albin Stenroos,FIN,Finland,Gold,2:41:22,H:MM:SS,9682,3272,7277.071,,,
1924,Athletics,Marathon Men,MEN,MEN,Romeo Bertini,KIT,Italy,Silver,2:47:19,H:MM:SS,10039,38810,107312.2219,,,
1924,Athletics,Marathon Men,MEN,MEN,Clarence DeMar,USA,United States of America,Bronze,2:48:14,H:MM:SS,10094,114558,713988.54,,,
1924,Rowing,Coxless Fours Men,MEN,MEN,"Maxwell Eley, Robert Morrison, Terence Sanders, James Macnabb",GBR,Great Britain,Gold,7:08.6,M:S:DD,428.6,44915,221024.112,,,
1924,Rowing,Coxless Fours Men,MEN,MEN,"George MacKay, Archibald Black, Colin Finlayson, William Wood",CAN,Canada,Silver,7:18.0,M:S:DD,438,9394,37360.12,,,
1924,Rowing,Coxless Fours Men,MEN,MEN,"Hans Walter, Emile Albrecht, Alfred Probst, Eugen Sigg-B?chthold",SUI,Switzerland,Bronze,No result,M:S:DD,No result,3896,19631.253,,,
1924,Rowing,Coxless Pairs Men,MEN,MEN,"Teun Beijnen, Wilhelm R?singh",NED,Netherlands,Gold,8:19.4,M:S:DD,499.4,7264,35560.875,,,
1924,Rowing,Coxless Pairs Men,MEN,MEN,"Georges Piot, Maurice Bouton",FRA,France,Silver,8:21.6,M:S:DD,501.6,40310,168474.174,,,
1924,Rowing,Double Sculls Men,MEN,MEN,"Jack Kelly, Paul Costello",USA,United States of America,Gold,6:34.0,M:S:DD,394,114558,713988.54,,,
1924,Rowing,Double Sculls Men,MEN,MEN,"Marc Detton, Jean-Pierre Stock",FRA,France,Silver,6:38.0,M:S:DD,398,40310,168474.174,,,
